startDate,endDate,year,province,pruid,aTotal,aH1N1pdm09,aH3N2,aUns,bTotal
"October 11","October 17",2015,BC,59,8,1,5,2,0
"October 11","October 17",2015,AB,48,7,0,6,1,1
"October 11","October 17",2015,SK,47,0,0,0,0,0
"October 11","October 17",2015,MB,46,0,0,0,0,0
"October 11","October 17",2015,ON,35,15,3,4,8,1
"October 11","October 17",2015,QC,24,4,0,0,4,0
"October 11","October 17",2015,NB,13,0,0,0,0,0
"October 11","October 17",2015,NS,12,1,0,0,1,0
"October 11","October 17",2015,PE,11,0,0,0,0,0
"October 11","October 17",2015,NL,10,0,0,0,0,0
"October 11","October 17",2015,YT,60,0,0,0,0,0
"October 11","October 17",2015,NT,61,0,0,0,0,0
"October 11","October 17",2015,NU,62,0,0,0,0,0
"October 11","October 17",2015,Canada,1,35,4,15,16,2
"October 04","October 10",2015,BC,59,16,0,13,3,2
"October 04","October 10",2015,AB,48,3,1,0,2,1
"October 04","October 10",2015,SK,47,0,0,0,0,0
"October 04","October 10",2015,MB,46,1,0,0,1,1
"October 04","October 10",2015,ON,35,26,5,8,13,1
"October 04","October 10",2015,QC,24,1,0,0,1,0
"October 04","October 10",2015,NB,13,0,0,0,0,0
"October 04","October 10",2015,NS,12,1,0,1,0,0
"October 04","October 10",2015,PE,11,0,0,0,0,0
"October 04","October 10",2015,NL,10,0,0,0,0,0
"October 04","October 10",2015,YT,60,0,0,0,0,0
"October 04","October 10",2015,NT,61,0,0,0,0,0
"October 04","October 10",2015,NU,62,0,0,0,0,0
"October 04","October 10",2015,Canada,1,48,6,22,20,5
"September 13","September 26",2015,BC,59,20,0,13,7,0
"September 13","September 26",2015,AB,48,2,0,2,0,0
"September 13","September 26",2015,SK,47,0,0,0,0,0
"September 13","September 26",2015,MB,46,0,0,0,0,0
"September 13","September 26",2015,ON,35,2,0,1,1,0
"September 13","September 26",2015,QC,24,2,0,0,2,0
"September 13","September 26",2015,NB,13,0,0,0,0,0
"September 13","September 26",2015,NS,12,0,0,0,0,0
"September 13","September 26",2015,PE,11,0,0,0,0,0
"September 13","September 26",2015,NL,10,0,0,0,0,0
"September 13","September 26",2015,YT,60,0,0,0,0,0
"September 13","September 26",2015,NT,61,0,0,0,0,0
"September 13","September 26",2015,NU,62,0,0,0,0,0
"September 13","September 26",2015,Canada,1,26,0,16,10,0
"September 06","September 12",2015,BC,59,10,0,7,3,0
"September 06","September 12",2015,AB,48,4,0,1,3,0
"September 06","September 12",2015,SK,47,0,0,0,0,0
"September 06","September 12",2015,MB,46,0,0,0,0,0
"September 06","September 12",2015,ON,35,0,0,0,0,0
"September 06","September 12",2015,QC,24,2,0,0,2,0
"September 06","September 12",2015,NB,13,0,0,0,0,0
"September 06","September 12",2015,NS,12,0,0,0,0,0
"September 06","September 12",2015,PE,11,0,0,0,0,0
"September 06","September 12",2015,NL,10,1,0,0,1,0
"September 06","September 12",2015,YT,60,0,0,0,0,0
"September 06","September 12",2015,NT,61,0,0,0,0,0
"September 06","September 12",2015,NU,62,0,0,0,0,0
"September 06","September 12",2015,Canada,1,17,0,8,9,0
"August 16","August 29",2015,BC,59,0,0,0,0,0
"August 16","August 29",2015,AB,48,0,0,0,0,0
"August 16","August 29",2015,SK,47,0,0,0,0,0
"August 16","August 29",2015,MB,46,2,0,1,1,0
"August 16","August 29",2015,ON,35,1,0,1,0,0
"August 16","August 29",2015,QC,24,4,0,0,4,0
"August 16","August 29",2015,NB,13,0,0,0,0,0
"August 16","August 29",2015,NS,12,0,0,0,0,1
"August 16","August 29",2015,PE,11,0,0,0,0,0
"August 16","August 29",2015,NL,10,0,0,0,0,0
"August 16","August 29",2015,Canada,1,7,0,2,5,1
"August 02","August 15",2015,BC,59,2,0,2,0,0
"August 02","August 15",2015,AB,48,1,0,1,0,0
"August 02","August 15",2015,SK,47,0,0,0,0,0
"August 02","August 15",2015,MB,46,0,0,0,0,0
"August 02","August 15",2015,ON,35,1,0,1,0,0
"August 02","August 15",2015,QC,24,0,0,0,0,0
"August 02","August 15",2015,NB,13,0,0,0,0,0
"August 02","August 15",2015,NS,12,0,0,0,0,0
"August 02","August 15",2015,PE,11,0,0,0,0,0
"August 02","August 15",2015,NL,10,0,0,0,0,0
"August 02","August 15",2015,Canada,1,4,0,4,0,0
"July 26","August 01",2015,BC,59,1,0,0,1,0
"July 26","August 01",2015,AB,48,1,0,0,1,0
"July 26","August 01",2015,SK,47,0,0,0,0,0
"July 26","August 01",2015,MB,46,0,0,0,0,0
"July 26","August 01",2015,ON,35,9,0,9,0,0
"July 26","August 01",2015,QC,24,3,0,0,3,0
"July 26","August 01",2015,NB,13,0,0,0,0,0
"July 26","August 01",2015,NS,12,0,0,0,0,0
"July 26","August 01",2015,PE,11,0,0,0,0,0
"July 26","August 01",2015,NL,10,0,0,0,0,0
"July 26","August 01",2015,Canada,1,14,0,9,5,0
"July 05","July 18",2015,BC,59,6,0,6,0,2
"July 05","July 18",2015,AB,48,2,0,2,0,0
"July 05","July 18",2015,SK,47,0,0,0,0,0
"July 05","July 18",2015,MB,46,0,0,0,0,0
"July 05","July 18",2015,ON,35,2,0,2,0,0
"July 05","July 18",2015,QC,24,1,0,0,1,0
"July 05","July 18",2015,NB,13,0,0,0,0,0
"July 05","July 18",2015,NS,12,0,0,0,0,0
"July 05","July 18",2015,PE,11,0,0,0,0,0
"July 05","July 18",2015,NL,10,0,0,0,0,0
"July 05","July 18",2015,Canada,1,11,0,10,1,2
"June 21","July 04",2015,BC,59,9,0,6,3,1
"June 21","July 04",2015,AB,48,1,0,1,0,0
"June 21","July 04",2015,SK,47,0,0,0,0,0
"June 21","July 04",2015,MB,46,0,0,0,0,0
"June 21","July 04",2015,ON,35,3,0,2,1,1
"June 21","July 04",2015,QC,24,1,0,0,1,0
"June 21","July 04",2015,NB,13,0,0,0,0,0
"June 21","July 04",2015,NS,12,0,0,0,0,0
"June 21","July 04",2015,PE,11,0,0,0,0,0
"June 21","July 04",2015,NL,10,0,0,0,0,2
"June 21","July 04",2015,Canada,1,14,0,9,5,4
"June 14","June 20",2015,BC,59,4,0,0,4,3
"June 14","June 20",2015,AB,48,1,0,0,1,3
"June 14","June 20",2015,SK,47,0,0,0,0,3
"June 14","June 20",2015,MB,46,0,0,0,0,1
"June 14","June 20",2015,ON,35,9,0,8,1,4
"June 14","June 20",2015,QC,24,0,0,0,0,2
"June 14","June 20",2015,NB,13,0,0,0,0,0
"June 14","June 20",2015,NS,12,0,0,0,0,0
"June 14","June 20",2015,PE,11,0,0,0,0,0
"June 14","June 20",2015,NL,10,0,0,0,0,0
"June 14","June 20",2015,Canada,1,14,0,8,6,16
"May 31","June 06",2015,BC,59,6,0,4,2,3
"May 31","June 06",2015,AB,48,1,0,1,0,15
"May 31","June 06",2015,SK,47,0,0,0,0,4
"May 31","June 06",2015,MB,46,0,0,0,0,0
"May 31","June 06",2015,ON,35,2,0,2,0,16
"May 31","June 06",2015,QC,24,1,0,0,1,1
"May 31","June 06",2015,NB,13,0,0,0,0,2
"May 31","June 06",2015,NS,12,0,0,0,0,0
"May 31","June 06",2015,PE,11,0,0,0,0,0
"May 31","June 06",2015,NL,10,0,0,0,0,2
"May 31","June 06",2015,Canada,1,10,0,7,3,43
"May 17","May 23",2015,BC,59,0,0,0,0,14
"May 17","May 23",2015,AB,48,1,0,1,0,21
"May 17","May 23",2015,SK,47,0,0,0,0,9
"May 17","May 23",2015,MB,46,0,0,0,0,6
"May 17","May 23",2015,ON,35,2,0,0,2,33
"May 17","May 23",2015,QC,24,0,0,0,0,32
"May 17","May 23",2015,NB,13,0,0,0,0,0
"May 17","May 23",2015,NS,12,0,0,0,0,0
"May 17","May 23",2015,PE,11,0,0,0,0,0
"May 17","May 23",2015,NL,10,0,0,0,0,6
"May 17","May 23",2015,Canada,1,3,0,1,2,121
"May 10","May 16",2015,BC,59,3,0,0,3,33
"May 10","May 16",2015,AB,48,1,0,0,1,25
"May 10","May 16",2015,SK,47,0,0,0,0,11
"May 10","May 16",2015,MB,46,0,0,0,0,17
"May 10","May 16",2015,ON,35,3,0,3,0,49
"May 10","May 16",2015,QC,24,4,0,0,4,50
"May 10","May 16",2015,NB,13,0,0,0,0,6
"May 10","May 16",2015,NS,12,0,0,0,0,1
"May 10","May 16",2015,PE,11,0,0,0,0,0
"May 10","May 16",2015,NL,10,5,0,0,5,12
"May 10","May 16",2015,Canada,1,16,0,3,13,204
"May 03","May 09",2015,BC,59,3,0,3,0,18
"May 03","May 09",2015,AB,48,1,0,0,1,31
"May 03","May 09",2015,SK,47,0,0,0,0,5
"May 03","May 09",2015,MB,46,2,1,0,1,12
"May 03","May 09",2015,ON,35,8,0,1,7,87
"May 03","May 09",2015,QC,24,16,0,0,16,83
"May 03","May 09",2015,NB,13,0,0,0,0,19
"May 03","May 09",2015,NS,12,0,0,0,0,2
"May 03","May 09",2015,PE,11,0,0,0,0,0
"May 03","May 09",2015,NL,10,2,0,0,2,10
"May 03","May 09",2015,Canada,1,32,1,4,27,267
"April 26","May 02",2015,BC,59,2,0,0,2,30
"April 26","May 02",2015,AB,48,0,0,0,0,37
"April 26","May 02",2015,SK,47,1,0,0,1,16
"April 26","May 02",2015,MB,46,0,0,0,0,20
"April 26","May 02",2015,ON,35,9,0,8,1,80
"April 26","May 02",2015,QC,24,21,0,0,21,129
"April 26","May 02",2015,NB,13,2,0,1,1,21
"April 26","May 02",2015,NS,12,0,0,0,0,4
"April 26","May 02",2015,PE,11,0,0,0,0,0
"April 26","May 02",2015,NL,10,2,0,0,2,7
"April 26","May 02",2015,Canada,1,37,0,9,28,344
"April 19","April 25",2015,BC,59,5,0,3,2,21
"April 19","April 25",2015,AB,48,9,1,6,2,39
"April 19","April 25",2015,SK,47,1,0,0,1,19
"April 19","April 25",2015,MB,46,0,0,0,0,21
"April 19","April 25",2015,ON,35,17,2,10,5,132
"April 19","April 25",2015,QC,24,11,0,0,11,175
"April 19","April 25",2015,NB,13,5,0,3,2,49
"April 19","April 25",2015,NS,12,0,0,0,0,9
"April 19","April 25",2015,PE,11,1,0,1,0,1
"April 19","April 25",2015,NL,10,4,0,0,4,6
"April 19","April 25",2015,Canada,1,53,3,23,27,472
"April 12","April 18",2015,BC,59,24,3,20,1,22
"April 12","April 18",2015,AB,48,3,0,1,2,44
"April 12","April 18",2015,SK,47,0,0,0,0,17
"April 12","April 18",2015,MB,46,1,0,0,1,25
"April 12","April 18",2015,ON,35,34,1,18,15,144
"April 12","April 18",2015,QC,24,15,0,0,15,279
"April 12","April 18",2015,NB,13,15,0,6,9,45
"April 12","April 18",2015,NS,12,6,0,0,5,6
"April 12","April 18",2015,PE,11,4,0,4,0,5
"April 12","April 18",2015,NL,10,3,0,0,3,6
"April 12","April 18",2015,Canada,1,105,4,49,51,593
"April 05","April 11",2015,BC,59,3,0,0,3,21
"April 05","April 11",2015,AB,48,6,0,4,2,46
"April 05","April 11",2015,SK,47,0,0,0,0,9
"April 05","April 11",2015,MB,46,0,0,0,0,16
"April 05","April 11",2015,ON,35,43,0,25,18,110
"April 05","April 11",2015,QC,24,24,0,0,24,271
"April 05","April 11",2015,NB,13,26,0,3,23,73
"April 05","April 11",2015,NS,12,2,0,0,2,14
"April 05","April 11",2015,PE,11,2,0,2,0,12
"April 05","April 11",2015,NL,10,1,0,0,1,5
"April 05","April 11",2015,Canada,1,107,1,34,73,576
"March 29","April 04",2015,BC,59,7,0,0,7,24
"March 29","April 04",2015,AB,48,14,0,11,3,45
"March 29","April 04",2015,SK,47,1,0,0,1,10
"March 29","April 04",2015,MB,46,1,0,1,0,13
"March 29","April 04",2015,ON,35,60,1,25,34,104
"March 29","April 04",2015,QC,24,20,0,0,20,274
"March 29","April 04",2015,NB,13,30,0,5,25,62
"March 29","April 04",2015,NS,12,16,0,0,16,16
"March 29","April 04",2015,PE,11,1,0,1,0,16
"March 29","April 04",2015,NL,10,2,0,0,2,5
"March 29","April 04",2015,Canada,1,152,1,43,108,569
"March 22","March 28",2015,BC,59,26,0,19,7,32
"March 22","March 28",2015,AB,48,4,0,3,1,58
"March 22","March 28",2015,SK,47,4,0,2,2,11
"March 22","March 28",2015,MB,46,1,0,1,0,18
"March 22","March 28",2015,ON,35,88,2,40,46,104
"March 22","March 28",2015,QC,24,43,0,0,43,365
"March 22","March 28",2015,NB,13,75,0,11,64,80
"March 22","March 28",2015,NS,12,23,0,0,23,29
"March 22","March 28",2015,PE,11,0,0,0,0,20
"March 22","March 28",2015,NL,10,7,0,0,7,6
"March 22","March 28",2015,Canada,1,271,2,76,193,723
"March 15","March 21",2015,BC,59,10,0,0,10,38
"March 15","March 21",2015,AB,48,14,0,11,3,78
"March 15","March 21",2015,SK,47,0,0,0,0,10
"March 15","March 21",2015,MB,46,0,0,0,0,11
"March 15","March 21",2015,ON,35,138,3,46,89,98
"March 15","March 21",2015,QC,24,81,0,0,81,318
"March 15","March 21",2015,NB,13,38,0,10,28,36
"March 15","March 21",2015,NS,12,14,0,0,14,53
"March 15","March 21",2015,PE,11,4,0,4,0,3
"March 15","March 21",2015,NL,10,11,0,0,11,3
"March 15","March 21",2015,Canada,1,310,3,71,236,648
"March 08","March 14",2015,BC,59,19,0,18,1,23
"March 08","March 14",2015,AB,48,8,0,5,3,45
"March 08","March 14",2015,SK,47,3,0,0,3,11
"March 08","March 14",2015,MB,46,5,0,0,5,6
"March 08","March 14",2015,ON,35,173,3,58,112,82
"March 08","March 14",2015,QC,24,98,0,0,98,349
"March 08","March 14",2015,NB,13,74,0,12,62,38
"March 08","March 14",2015,NS,12,14,0,0,14,40
"March 08","March 14",2015,PE,11,3,0,3,0,10
"March 08","March 14",2015,NL,10,6,0,0,6,3
"March 08","March 14",2015,Canada,1,403,3,96,304,607
"March 01","March 07",2015,BC,59,25,1,16,8,28
"March 01","March 07",2015,AB,48,19,0,15,4,39
"March 01","March 07",2015,SK,47,4,0,2,2,12
"March 01","March 07",2015,MB,46,5,0,1,4,12
"March 01","March 07",2015,ON,35,228,5,72,151,44
"March 01","March 07",2015,QC,24,181,0,0,181,310
"March 01","March 07",2015,NB,13,66,0,14,52,27
"March 01","March 07",2015,NS,12,35,0,0,35,27
"March 01","March 07",2015,PE,11,2,0,2,0,7
"March 01","March 07",2015,NL,10,7,0,0,7,3
"March 01","March 07",2015,Canada,1,572,6,122,444,509
"February 22","February 28",2015,BC,59,36,1,28,7,22
"February 22","February 28",2015,AB,48,23,0,15,8,39
"February 22","February 28",2015,SK,47,17,0,0,11,6
"February 22","February 28",2015,MB,46,12,0,3,9,5
"February 22","February 28",2015,ON,35,341,7,113,221,48
"February 22","February 28",2015,QC,24,200,0,0,200,260
"February 22","February 28",2015,NB,13,145,0,26,119,25
"February 22","February 28",2015,NS,12,23,0,0,23,15
"February 22","February 28",2015,PE,11,6,0,6,15,0
"February 22","February 28",2015,NL,10,15,0,0,15,0
"February 22","February 28",2015,Canada,1,818,8,191,613,424
"February 15","February 21",2015,BC,59,117,4,96,17,26
"February 15","February 21",2015,AB,48,23,1,16,6,35
"February 15","February 21",2015,SK,47,7,0,5,2,6
"February 15","February 21",2015,MB,46,16,0,3,13,5
"February 15","February 21",2015,ON,35,372,1,135,236,25
"February 15","February 21",2015,QC,24,241,0,0,241,267
"February 15","February 21",2015,NB,13,54,0,0,54,15
"February 15","February 21",2015,NS,12,25,0,0,25,11
"February 15","February 21",2015,PE,11,7,0,7,0,0
"February 15","February 21",2015,NL,10,27,0,0,27,0
"February 15","February 21",2015,Canada,1,889,6,262,621,390
"February 08","February 14",2015,BC,59,174,3,102,69,9
"February 08","February 14",2015,AB,48,31,0,22,9,33
"February 08","February 14",2015,SK,47,18,0,13,5,12
"February 08","February 14",2015,MB,46,32,0,3,29,3
"February 08","February 14",2015,ON,35,535,5,199,331,37
"February 08","February 14",2015,QC,24,366,0,0,366,181
"February 08","February 14",2015,NB,13,89,0,0,89,11
"February 08","February 14",2015,NS,12,49,0,0,49,8
"February 08","February 14",2015,PE,11,18,0,18,0,1
"February 08","February 14",2015,NL,10,17,0,0,17,1
"February 08","February 14",2015,Canada,1,1329,8,357,964,296
"February 01","February 07",2015,BC,59,172,1,59,112,13
"February 01","February 07",2015,AB,48,52,1,38,13,29
"February 01","February 07",2015,SK,47,18,0,10,8,5
"February 01","February 07",2015,MB,46,35,0,9,26,6
"February 01","February 07",2015,ON,35,610,2,259,349,13
"February 01","February 07",2015,QC,24,431,1,0,430,92
"February 01","February 07",2015,NB,13,150,0,36,114,7
"February 01","February 07",2015,NS,12,47,0,0,47,7
"February 01","February 07",2015,PE,11,20,0,20,0,0
"February 01","February 07",2015,NL,10,22,0,0,22,0
"February 01","February 07",2015,Canada,1,1557,5,431,1121,172
"January 25","January 31",2015,BC,59,314,3,252,59,13
"January 25","January 31",2015,AB,48,52,0,40,12,32
"January 25","January 31",2015,SK,47,30,0,0,34,2
"January 25","January 31",2015,MB,46,54,2,6,48,5
"January 25","January 31",2015,ON,35,1005,2,511,492,11
"January 25","January 31",2015,QC,24,477,0,0,477,73
"January 25","January 31",2015,NB,13,149,0,41,108,9
"January 25","January 31",2015,NS,12,70,0,32,38,6
"January 25","January 31",2015,PE,11,13,0,13,0,0
"January 25","January 31",2015,NL,10,40,0,0,40,0
"January 25","January 31",2015,Canada,1,2204,5,895,1308,151
"January 18","January 24",2015,BC,59,514,3,369,142,12
"January 18","January 24",2015,AB,48,124,1,94,29,32
"January 18","January 24",2015,SK,47,41,0,0,41,0
"January 18","January 24",2015,MB,46,129,2,609,481,7
"January 18","January 24",2015,ON,35,1092,2,609,481,7
"January 18","January 24",2015,QC,24,617,0,0,617,53
"January 18","January 24",2015,NB,13,145,0,20,125,5
"January 18","January 24",2015,NS,12,52,0,36,16,0
"January 18","January 24",2015,PE,11,10,0,10,0,0
"January 18","January 24",2015,NL,10,64,0,0,64,1
"January 18","January 24",2015,Canada,1,2788,6,1163,1619,112
"January 11","January 17",2015,BC,59,961,0,720,241,7
"January 11","January 17",2015,AB,48,213,0,170,43,48
"January 11","January 17",2015,SK,47,89,0,0,89,4
"January 11","January 17",2015,MB,46,210,0,34,176,5
"January 11","January 17",2015,ON,35,1100,0,491,609,16
"January 11","January 17",2015,QC,24,838,0,0,838,74
"January 11","January 17",2015,NB,13,62,0,0,62,1
"January 11","January 17",2015,NS,12,63,0,26,37,4
"January 11","January 17",2015,PE,11,14,0,14,0,0
"January 11","January 17",2015,NL,10,52,0,0,52,0
"January 11","January 17",2015,Canada,1,3602,0,1455,2147,159
"January 04","January 10",2015,BC,59,807,0,264,543,12
"January 04","January 10",2015,AB,48,394,0,257,137,0
"January 04","January 10",2015,SK,47,104,0,0,104,0
"January 04","January 10",2015,MB,46,267,0,41,226,7
"January 04","January 10",2015,ON,35,1216,0,305,911,11
"January 04","January 10",2015,QC,24,1332,0,0,1332,66
"January 04","January 10",2015,NB,13,37,0,0,37,0
"January 04","January 10",2015,NS,12,25,0,12,13,2
"January 04","January 10",2015,PE,11,8,0,8,0,0
"January 04","January 10",2015,NL,10,130,0,0,130,0
"January 04","January 10",2015,Canada,1,4320,0,887,3433,130
"December 28","January 03",2015,BC,59,118,0,84,34,3
"December 28","January 03",2015,AB,48,556,0,367,189,16
"December 28","January 03",2015,SK,47,124,0,95,29,0
"December 28","January 03",2015,MB,46,44,0,42,2,2
"December 28","January 03",2015,ON,35,591,0,375,216,4
"December 28","January 03",2015,QC,24,1238,0,0,1238,30
"December 28","January 03",2015,NB,13,4,0,1,3,0
"December 28","January 03",2015,NS,12,12,0,10,2,0
"December 28","January 03",2015,PE,11,1,0,1,0,0
"December 28","January 03",2015,NL,10,52,0,0,52,0
"December 28","January 03",2015,Canada,1,2740,0,975,1765,55
"December 14","December 20",2014,BC,59,118,0,84,34,3
"December 14","December 20",2014,AB,48,556,0,367,189,16
"December 14","December 20",2014,SK,47,124,0,95,29,0
"December 14","December 20",2014,MB,46,44,0,42,2,2
"December 14","December 20",2014,ON,35,591,0,375,216,4
"December 14","December 20",2014,QC,24,1238,0,0,1238,30
"December 14","December 20",2014,NB,13,4,0,1,3,0
"December 14","December 20",2014,NS,12,12,0,10,2,0
"December 14","December 20",2014,PE,11,1,0,1,0,0
"December 14","December 20",2014,NL,10,52,0,0,52,0
"December 14","December 20",2014,Canada,1,2740,0,975,1765,55
"December 07","December 13",2014,BC,59,82,0,55,27,2
"December 07","December 13",2014,AB,48,520,0,310,210,10
"December 07","December 13",2014,SK,47,52,0,23,28,1
"December 07","December 13",2014,MB,46,22,0,14,8,1
"December 07","December 13",2014,ON,35,287,0,210,77,4
"December 07","December 13",2014,QC,24,933,0,0,933,23
"December 07","December 13",2014,NB,13,3,0,2,1,0
"December 07","December 13",2014,NS,12,4,0,0,4,1
"December 07","December 13",2014,PE,11,1,0,0,1,0
"December 07","December 13",2014,NL,10,16,0,12,4,1
"December 07","December 13",2014,Canada,1,1920,0,626,1293,43
"November 30","December 06",2014,BC,59,55,0,41,14,2
"November 30","December 06",2014,AB,48,323,0,189,134,11
"November 30","December 06",2014,SK,47,34,0,12,22,1
"November 30","December 06",2014,MB,46,2,0,2,0,0
"November 30","December 06",2014,ON,35,132,0,105,27,2
"November 30","December 06",2014,QC,24,413,0,0,413,18
"November 30","December 06",2014,NB,13,0,0,0,0,0
"November 30","December 06",2014,NS,12,6,0,6,0,0
"November 30","December 06",2014,PE,11,1,0,1,0,0
"November 30","December 06",2014,NL,10,3,0,0,3,0
"November 30","December 06",2014,Canada,1,969,0,356,613,34
"November 23","November 29",2014,BC,59,32,0,22,10,0
"November 23","November 29",2014,AB,48,228,0,195,33,7
"November 23","November 29",2014,SK,47,14,0,9,5,1
"November 23","November 29",2014,MB,46,6,0,1,5,0
"November 23","November 29",2014,ON,35,82,0,57,25,1
"November 23","November 29",2014,QC,24,244,0,0,244,12
"November 23","November 29",2014,NB,13,1,0,1,0,0
"November 23","November 29",2014,NS,12,0,0,0,0,0
"November 23","November 29",2014,PE,11,2,0,2,0,0
"November 23","November 29",2014,NL,10,0,0,0,0,0
"November 23","November 29",2014,Canada,1,609,0,287,322,21
"November 16","November 22",2014,BC,59,26,0,24,26,1
"November 16","November 22",2014,AB,48,139,0,99,40,5
"November 16","November 22",2014,SK,47,3,0,2,1,0
"November 16","November 22",2014,MB,46,1,0,1,0,0
"November 16","November 22",2014,ON,35,37,1,28,8,0
"November 16","November 22",2014,QC,24,74,0,0,74,2
"November 16","November 22",2014,NB,13,2,0,0,2,0
"November 16","November 22",2014,NS,12,1,0,1,0,0
"November 16","November 22",2014,PE,11,0,0,0,0,1
"November 16","November 22",2014,NL,10,0,0,0,0,0
"November 16","November 22",2014,Canada,1,283,1,155,127,9
"November 09","November 15",2014,BC,59,8,0,2,6,0
"November 09","November 15",2014,AB,48,75,0,53,22,1
"November 09","November 15",2014,SK,47,1,0,1,0,0
"November 09","November 15",2014,MB,46,4,0,4,0,0
"November 09","November 15",2014,ON,35,25,1,20,4,1
"November 09","November 15",2014,QC,24,22,0,0,22,5
"November 09","November 15",2014,NB,13,0,0,0,0,0
"November 09","November 15",2014,NS,12,0,0,0,0,0
"November 09","November 15",2014,PE,11,0,0,0,0,0
"November 09","November 15",2014,NL,10,1,0,0,1,0
"November 09","November 15",2014,Canada,1,136,1,80,55,7
"November 02","November 08",2014,BC,59,11,0,9,2,0
"November 02","November 08",2014,AB,48,56,0,51,5,3
"November 02","November 08",2014,SK,47,1,0,0,1,3
"November 02","November 08",2014,MB,46,0,0,0,0,0
"November 02","November 08",2014,ON,35,12,0,8,4,1
"November 02","November 08",2014,QC,24,17,0,0,17,1
"November 02","November 08",2014,NB,13,0,0,0,0,0
"November 02","November 08",2014,NS,12,0,0,0,0,1
"November 02","November 08",2014,PE,11,0,0,0,0,0
"November 02","November 08",2014,NL,10,0,0,0,0,0
"November 02","November 08",2014,Canada,1,97,0,68,29,9
"October 26","November 01",2014,BC,59,13,0,12,1,0
"October 26","November 01",2014,AB,48,16,0,15,1,3
"October 26","November 01",2014,SK,47,2,0,1,1,4
"October 26","November 01",2014,MB,46,0,0,0,0,0
"October 26","November 01",2014,ON,35,11,0,6,5,0
"October 26","November 01",2014,QC,24,9,0,0,9,2
"October 26","November 01",2014,NB,13,0,0,0,0,0
"October 26","November 01",2014,NS,12,0,0,0,0,1
"October 26","November 01",2014,PE,11,0,0,0,0,0
"October 26","November 01",2014,NL,10,0,0,0,0,0
"October 26","November 01",2014,Canada,1,51,0,34,17,10
"October 19","October 25",2014,BC,59,29,0,26,3,0
"October 19","October 25",2014,AB,48,10,0,8,2,1
"October 19","October 25",2014,SK,47,0,0,0,0,1
"October 19","October 25",2014,MB,46,0,0,0,0,1
"October 19","October 25",2014,ON,35,13,0,5,8,3
"October 19","October 25",2014,QC,24,8,0,0,8,30
"October 19","October 25",2014,NB,13,0,0,0,0,0
"October 19","October 25",2014,NS,12,0,0,0,0,0
"October 19","October 25",2014,PE,11,1,0,1,0,0
"October 19","October 25",2014,NL,10,0,0,0,0,1
"October 19","October 25",2014,Canada,1,61,0,40,21,5
"October 12","October 18",2014,BC,59,2,0,0,2,6
"October 12","October 18",2014,AB,48,19,0,12,7,3
"October 12","October 18",2014,SK,47,0,0,0,0,0
"October 12","October 18",2014,MB,46,0,0,0,0,1
"October 12","October 18",2014,ON,35,6,1,1,4,5
"October 12","October 18",2014,QC,24,5,0,0,5,2
"October 12","October 18",2014,NB,13,0,0,0,0,0
"October 12","October 18",2014,NS,12,0,0,0,0,0
"October 12","October 18",2014,PE,11,0,0,0,0,0
"October 12","October 18",2014,NL,10,0,0,0,0,1
"October 12","October 18",2014,Canada,1,32,1,13,18,16
"October 05","October 11",2014,BC,59,25,0,17,8,0
"October 05","October 11",2014,AB,48,10,0,6,4,3
"October 05","October 11",2014,SK,47,0,0,0,0,0
"October 05","October 11",2014,MB,46,0,0,0,0,1
"October 05","October 11",2014,ON,35,5,0,0,5,0
"October 05","October 11",2014,QC,24,5,0,0,5,0
"October 05","October 11",2014,NB,13,0,0,0,0,0
"October 05","October 11",2014,NS,12,0,0,0,0,0
"October 05","October 11",2014,PE,11,0,0,0,0,0
"October 05","October 11",2014,NL,10,0,0,0,0,1
"October 05","October 11",2014,Canada,1,45,0,25,20,5
"September 21","October 04",2014,BC,59,18,0,0,18,1
"September 21","October 04",2014,AB,48,18,0,16,2,2
"September 21","October 04",2014,SK,47,1,0,0,1,0
"September 21","October 04",2014,MB,46,1,0,1,0,0
"September 21","October 04",2014,ON,35,8,1,6,1,2
"September 21","October 04",2014,QC,24,5,0,0,5,0
"September 21","October 04",2014,NB,13,0,0,0,0,0
"September 21","October 04",2014,NS,12,0,0,0,0,0
"September 21","October 04",2014,PE,11,0,0,0,0,1
"September 21","October 04",2014,NL,10,1,0,0,1,0
"September 21","October 04",2014,Canada,1,52,1,23,28,5
"September 07","September 20",2014,BC,59,8,3,4,1,1
"September 07","September 20",2014,AB,48,11,0,8,3,2
"September 07","September 20",2014,SK,47,1,0,0,1,0
"September 07","September 20",2014,MB,46,0,0,0,0,0
"September 07","September 20",2014,ON,35,3,0,2,1,1
"September 07","September 20",2014,QC,24,4,0,0,4,3
"September 07","September 20",2014,NB,13,0,0,0,0,0
"September 07","September 20",2014,NS,12,0,0,0,0,0
"September 07","September 20",2014,PE,11,1,0,0,1,0
"September 07","September 20",2014,NL,10,0,0,0,0,0
"September 07","September 20",2014,Canada,1,28,3,14,11,7
"August 24","September 06",2014,BC,59,0,0,0,0,0
"August 24","September 06",2014,AB,48,0,0,0,0,0
"August 24","September 06",2014,SK,47,0,0,0,0,0
"August 24","September 06",2014,MB,46,0,0,0,0,0
"August 24","September 06",2014,ON,35,2,0,1,1,1
"August 24","September 06",2014,QC,24,3,0,0,3,3
"August 24","September 06",2014,NB,13,0,0,0,0,0
